PassengerId,Survived,Pclass,sex_no,Age,SibSp,Parch,Fare,Em_no
536.00 ,1.00 ,2.00 ,0.00 ,7.00 ,0.00 ,2.00 ,26.25 ,2.00 
537.00 ,0.00 ,1.00 ,1.00 ,45.00 ,0.00 ,0.00 ,26.55 ,2.00 
538.00 ,1.00 ,1.00 ,0.00 ,30.00 ,0.00 ,0.00 ,106.43 ,0.00 
539.00 ,0.00 ,3.00 ,1.00 ,,0.00 ,0.00 ,14.50 ,2.00 
540.00 ,1.00 ,1.00 ,0.00 ,22.00 ,0.00 ,2.00 ,49.50 ,0.00 
541.00 ,1.00 ,1.00 ,0.00 ,36.00 ,0.00 ,2.00 ,71.00 ,2.00 
542.00 ,0.00 ,3.00 ,0.00 ,9.00 ,4.00 ,2.00 ,31.28 ,2.00 
543.00 ,0.00 ,3.00 ,0.00 ,11.00 ,4.00 ,2.00 ,31.28 ,2.00 
544.00 ,1.00 ,2.00 ,1.00 ,32.00 ,1.00 ,0.00 ,26.00 ,2.00 
545.00 ,0.00 ,1.00 ,1.00 ,50.00 ,1.00 ,0.00 ,106.43 ,0.00 
546.00 ,0.00 ,1.00 ,1.00 ,64.00 ,0.00 ,0.00 ,26.00 ,2.00 
547.00 ,1.00 ,2.00 ,0.00 ,19.00 ,1.00 ,0.00 ,26.00 ,2.00 
548.00 ,1.00 ,2.00 ,1.00 ,,0.00 ,0.00 ,13.86 ,0.00 
549.00 ,0.00 ,3.00 ,1.00 ,33.00 ,1.00 ,1.00 ,20.53 ,2.00 
550.00 ,1.00 ,2.00 ,1.00 ,8.00 ,1.00 ,1.00 ,36.75 ,2.00 
551.00 ,1.00 ,1.00 ,1.00 ,17.00 ,0.00 ,2.00 ,110.88 ,0.00 
552.00 ,0.00 ,2.00 ,1.00 ,27.00 ,0.00 ,0.00 ,26.00 ,2.00 
553.00 ,0.00 ,3.00 ,1.00 ,,0.00 ,0.00 ,7.83 ,1.00 
554.00 ,1.00 ,3.00 ,1.00 ,22.00 ,0.00 ,0.00 ,7.23 ,0.00 
555.00 ,1.00 ,3.00 ,0.00 ,22.00 ,0.00 ,0.00 ,7.78 ,2.00 
556.00 ,0.00 ,1.00 ,1.00 ,62.00 ,0.00 ,0.00 ,26.55 ,2.00 
557.00 ,1.00 ,1.00 ,0.00 ,48.00 ,1.00 ,0.00 ,39.60 ,0.00 
558.00 ,0.00 ,1.00 ,1.00 ,,0.00 ,0.00 ,227.53 ,0.00 
559.00 ,1.00 ,1.00 ,0.00 ,39.00 ,1.00 ,1.00 ,79.65 ,2.00 
560.00 ,1.00 ,3.00 ,0.00 ,36.00 ,1.00 ,0.00 ,17.40 ,2.00 
561.00 ,0.00 ,3.00 ,1.00 ,,0.00 ,0.00 ,7.75 ,1.00 
562.00 ,0.00 ,3.00 ,1.00 ,40.00 ,0.00 ,0.00 ,7.90 ,2.00 
563.00 ,0.00 ,2.00 ,1.00 ,28.00 ,0.00 ,0.00 ,13.50 ,2.00 
564.00 ,0.00 ,3.00 ,1.00 ,,0.00 ,0.00 ,8.05 ,2.00 
565.00 ,0.00 ,3.00 ,0.00 ,,0.00 ,0.00 ,8.05 ,2.00 
566.00 ,0.00 ,3.00 ,1.00 ,24.00 ,2.00 ,0.00 ,24.15 ,2.00 
567.00 ,0.00 ,3.00 ,1.00 ,19.00 ,0.00 ,0.00 ,7.90 ,2.00 
568.00 ,0.00 ,3.00 ,0.00 ,29.00 ,0.00 ,4.00 ,21.08 ,2.00 
569.00 ,0.00 ,3.00 ,1.00 ,,0.00 ,0.00 ,7.23 ,0.00 
570.00 ,1.00 ,3.00 ,1.00 ,32.00 ,0.00 ,0.00 ,7.85 ,2.00 
571.00 ,1.00 ,2.00 ,1.00 ,62.00 ,0.00 ,0.00 ,10.50 ,2.00 
572.00 ,1.00 ,1.00 ,0.00 ,53.00 ,2.00 ,0.00 ,51.48 ,2.00 
573.00 ,1.00 ,1.00 ,1.00 ,36.00 ,0.00 ,0.00 ,26.39 ,2.00 
574.00 ,1.00 ,3.00 ,0.00 ,,0.00 ,0.00 ,7.75 ,1.00 
575.00 ,0.00 ,3.00 ,1.00 ,16.00 ,0.00 ,0.00 ,8.05 ,2.00 
576.00 ,0.00 ,3.00 ,1.00 ,19.00 ,0.00 ,0.00 ,14.50 ,2.00 
577.00 ,1.00 ,2.00 ,0.00 ,34.00 ,0.00 ,0.00 ,13.00 ,2.00 
578.00 ,1.00 ,1.00 ,0.00 ,39.00 ,1.00 ,0.00 ,55.90 ,2.00 
579.00 ,0.00 ,3.00 ,0.00 ,,1.00 ,0.00 ,14.46 ,0.00 
580.00 ,1.00 ,3.00 ,1.00 ,32.00 ,0.00 ,0.00 ,7.93 ,2.00 
581.00 ,1.00 ,2.00 ,0.00 ,25.00 ,1.00 ,1.00 ,30.00 ,2.00 
582.00 ,1.00 ,1.00 ,0.00 ,39.00 ,1.00 ,1.00 ,110.88 ,0.00 
583.00 ,0.00 ,2.00 ,1.00 ,54.00 ,0.00 ,0.00 ,26.00 ,2.00 
584.00 ,0.00 ,1.00 ,1.00 ,36.00 ,0.00 ,0.00 ,40.13 ,0.00 
585.00 ,0.00 ,3.00 ,1.00 ,,0.00 ,0.00 ,8.71 ,0.00 
586.00 ,1.00 ,1.00 ,0.00 ,18.00 ,0.00 ,2.00 ,79.65 ,2.00 
587.00 ,0.00 ,2.00 ,1.00 ,47.00 ,0.00 ,0.00 ,15.00 ,2.00 
588.00 ,1.00 ,1.00 ,1.00 ,60.00 ,1.00 ,1.00 ,79.20 ,0.00 
589.00 ,0.00 ,3.00 ,1.00 ,22.00 ,0.00 ,0.00 ,8.05 ,2.00 
590.00 ,0.00 ,3.00 ,1.00 ,,0.00 ,0.00 ,8.05 ,2.00 
591.00 ,0.00 ,3.00 ,1.00 ,35.00 ,0.00 ,0.00 ,7.13 ,2.00 
592.00 ,1.00 ,1.00 ,0.00 ,52.00 ,1.00 ,0.00 ,78.27 ,0.00 
593.00 ,0.00 ,3.00 ,1.00 ,47.00 ,0.00 ,0.00 ,7.25 ,2.00 
594.00 ,0.00 ,3.00 ,0.00 ,,0.00 ,2.00 ,7.75 ,1.00 
595.00 ,0.00 ,2.00 ,1.00 ,37.00 ,1.00 ,0.00 ,26.00 ,2.00 
596.00 ,0.00 ,3.00 ,1.00 ,36.00 ,1.00 ,1.00 ,24.15 ,2.00 
597.00 ,1.00 ,2.00 ,0.00 ,,0.00 ,0.00 ,33.00 ,2.00 
598.00 ,0.00 ,3.00 ,1.00 ,49.00 ,0.00 ,0.00 ,0.00 ,2.00 
599.00 ,0.00 ,3.00 ,1.00 ,,0.00 ,0.00 ,7.23 ,0.00 
600.00 ,1.00 ,1.00 ,1.00 ,49.00 ,1.00 ,0.00 ,56.93 ,0.00 
601.00 ,1.00 ,2.00 ,0.00 ,24.00 ,2.00 ,1.00 ,27.00 ,2.00 
602.00 ,0.00 ,3.00 ,1.00 ,,0.00 ,0.00 ,7.90 ,2.00 
603.00 ,0.00 ,1.00 ,1.00 ,,0.00 ,0.00 ,42.40 ,2.00 
604.00 ,0.00 ,3.00 ,1.00 ,44.00 ,0.00 ,0.00 ,8.05 ,2.00 
605.00 ,1.00 ,1.00 ,1.00 ,35.00 ,0.00 ,0.00 ,26.55 ,0.00 
606.00 ,0.00 ,3.00 ,1.00 ,36.00 ,1.00 ,0.00 ,15.55 ,2.00 
607.00 ,0.00 ,3.00 ,1.00 ,30.00 ,0.00 ,0.00 ,7.90 ,2.00 
608.00 ,1.00 ,1.00 ,1.00 ,27.00 ,0.00 ,0.00 ,30.50 ,2.00 
609.00 ,1.00 ,2.00 ,0.00 ,22.00 ,1.00 ,2.00 ,41.58 ,0.00 
610.00 ,1.00 ,1.00 ,0.00 ,40.00 ,0.00 ,0.00 ,153.46 ,2.00 
611.00 ,0.00 ,3.00 ,0.00 ,39.00 ,1.00 ,5.00 ,31.28 ,2.00 
612.00 ,0.00 ,3.00 ,1.00 ,,0.00 ,0.00 ,7.05 ,2.00 
613.00 ,1.00 ,3.00 ,0.00 ,,1.00 ,0.00 ,15.50 ,1.00 
614.00 ,0.00 ,3.00 ,1.00 ,,0.00 ,0.00 ,7.75 ,1.00 
615.00 ,0.00 ,3.00 ,1.00 ,35.00 ,0.00 ,0.00 ,8.05 ,2.00 
616.00 ,1.00 ,2.00 ,0.00 ,24.00 ,1.00 ,2.00 ,65.00 ,2.00 
617.00 ,0.00 ,3.00 ,1.00 ,34.00 ,1.00 ,1.00 ,14.40 ,2.00 
618.00 ,0.00 ,3.00 ,0.00 ,26.00 ,1.00 ,0.00 ,16.10 ,2.00 
619.00 ,1.00 ,2.00 ,0.00 ,4.00 ,2.00 ,1.00 ,39.00 ,2.00 
620.00 ,0.00 ,2.00 ,1.00 ,26.00 ,0.00 ,0.00 ,10.50 ,2.00 
621.00 ,0.00 ,3.00 ,1.00 ,27.00 ,1.00 ,0.00 ,14.45 ,0.00 
622.00 ,1.00 ,1.00 ,1.00 ,42.00 ,1.00 ,0.00 ,52.55 ,2.00 
623.00 ,1.00 ,3.00 ,1.00 ,20.00 ,1.00 ,1.00 ,15.74 ,0.00 
624.00 ,0.00 ,3.00 ,1.00 ,21.00 ,0.00 ,0.00 ,7.85 ,2.00 
625.00 ,0.00 ,3.00 ,1.00 ,21.00 ,0.00 ,0.00 ,16.10 ,2.00 
626.00 ,0.00 ,1.00 ,1.00 ,61.00 ,0.00 ,0.00 ,32.32 ,2.00 
627.00 ,0.00 ,2.00 ,1.00 ,57.00 ,0.00 ,0.00 ,12.35 ,1.00 
628.00 ,1.00 ,1.00 ,0.00 ,21.00 ,0.00 ,0.00 ,77.96 ,2.00 
629.00 ,0.00 ,3.00 ,1.00 ,26.00 ,0.00 ,0.00 ,7.90 ,2.00 
630.00 ,0.00 ,3.00 ,1.00 ,,0.00 ,0.00 ,7.73 ,1.00 
631.00 ,1.00 ,1.00 ,1.00 ,80.00 ,0.00 ,0.00 ,30.00 ,2.00 
632.00 ,0.00 ,3.00 ,1.00 ,51.00 ,0.00 ,0.00 ,7.05 ,2.00 
633.00 ,1.00 ,1.00 ,1.00 ,32.00 ,0.00 ,0.00 ,30.50 ,0.00 
634.00 ,0.00 ,1.00 ,1.00 ,,0.00 ,0.00 ,0.00 ,2.00 
635.00 ,0.00 ,3.00 ,0.00 ,9.00 ,3.00 ,2.00 ,27.90 ,2.00 
636.00 ,1.00 ,2.00 ,0.00 ,28.00 ,0.00 ,0.00 ,13.00 ,2.00 
637.00 ,0.00 ,3.00 ,1.00 ,32.00 ,0.00 ,0.00 ,7.93 ,2.00 
638.00 ,0.00 ,2.00 ,1.00 ,31.00 ,1.00 ,1.00 ,26.25 ,2.00 
639.00 ,0.00 ,3.00 ,0.00 ,41.00 ,0.00 ,5.00 ,39.69 ,2.00 
640.00 ,0.00 ,3.00 ,1.00 ,,1.00 ,0.00 ,16.10 ,2.00 
641.00 ,0.00 ,3.00 ,1.00 ,20.00 ,0.00 ,0.00 ,7.85 ,2.00 
642.00 ,1.00 ,1.00 ,0.00 ,24.00 ,0.00 ,0.00 ,69.30 ,0.00 
643.00 ,0.00 ,3.00 ,0.00 ,2.00 ,3.00 ,2.00 ,27.90 ,2.00 
644.00 ,1.00 ,3.00 ,1.00 ,,0.00 ,0.00 ,56.50 ,2.00 
645.00 ,1.00 ,3.00 ,0.00 ,0.75 ,2.00 ,1.00 ,19.26 ,0.00 
646.00 ,1.00 ,1.00 ,1.00 ,48.00 ,1.00 ,0.00 ,76.73 ,0.00 
647.00 ,0.00 ,3.00 ,1.00 ,19.00 ,0.00 ,0.00 ,7.90 ,2.00 
648.00 ,1.00 ,1.00 ,1.00 ,56.00 ,0.00 ,0.00 ,35.50 ,0.00 
649.00 ,0.00 ,3.00 ,1.00 ,,0.00 ,0.00 ,7.55 ,2.00 
650.00 ,1.00 ,3.00 ,0.00 ,23.00 ,0.00 ,0.00 ,7.55 ,2.00 
651.00 ,0.00 ,3.00 ,1.00 ,,0.00 ,0.00 ,7.90 ,2.00 
652.00 ,1.00 ,2.00 ,0.00 ,18.00 ,0.00 ,1.00 ,23.00 ,2.00 
653.00 ,0.00 ,3.00 ,1.00 ,21.00 ,0.00 ,0.00 ,8.43 ,2.00 
654.00 ,1.00 ,3.00 ,0.00 ,,0.00 ,0.00 ,7.83 ,1.00 
655.00 ,0.00 ,3.00 ,0.00 ,18.00 ,0.00 ,0.00 ,6.75 ,1.00 
656.00 ,0.00 ,2.00 ,1.00 ,24.00 ,2.00 ,0.00 ,73.50 ,2.00 
657.00 ,0.00 ,3.00 ,1.00 ,,0.00 ,0.00 ,7.90 ,2.00 
658.00 ,0.00 ,3.00 ,0.00 ,32.00 ,1.00 ,1.00 ,15.50 ,1.00 
659.00 ,0.00 ,2.00 ,1.00 ,23.00 ,0.00 ,0.00 ,13.00 ,2.00 
660.00 ,0.00 ,1.00 ,1.00 ,58.00 ,0.00 ,2.00 ,113.28 ,0.00 
661.00 ,1.00 ,1.00 ,1.00 ,50.00 ,2.00 ,0.00 ,133.65 ,2.00 
662.00 ,0.00 ,3.00 ,1.00 ,40.00 ,0.00 ,0.00 ,7.23 ,0.00 
663.00 ,0.00 ,1.00 ,1.00 ,47.00 ,0.00 ,0.00 ,25.59 ,2.00 
664.00 ,0.00 ,3.00 ,1.00 ,36.00 ,0.00 ,0.00 ,7.50 ,2.00 
665.00 ,1.00 ,3.00 ,1.00 ,20.00 ,1.00 ,0.00 ,7.93 ,2.00 
666.00 ,0.00 ,2.00 ,1.00 ,32.00 ,2.00 ,0.00 ,73.50 ,2.00 
667.00 ,0.00 ,2.00 ,1.00 ,25.00 ,0.00 ,0.00 ,13.00 ,2.00 
668.00 ,0.00 ,3.00 ,1.00 ,,0.00 ,0.00 ,7.78 ,2.00 
669.00 ,0.00 ,3.00 ,1.00 ,43.00 ,0.00 ,0.00 ,8.05 ,2.00 
670.00 ,1.00 ,1.00 ,0.00 ,,1.00 ,0.00 ,52.00 ,2.00 
671.00 ,1.00 ,2.00 ,0.00 ,40.00 ,1.00 ,1.00 ,39.00 ,2.00 
672.00 ,0.00 ,1.00 ,1.00 ,31.00 ,1.00 ,0.00 ,52.00 ,2.00 
673.00 ,0.00 ,2.00 ,1.00 ,70.00 ,0.00 ,0.00 ,10.50 ,2.00 
674.00 ,1.00 ,2.00 ,1.00 ,31.00 ,0.00 ,0.00 ,13.00 ,2.00 
675.00 ,0.00 ,2.00 ,1.00 ,,0.00 ,0.00 ,0.00 ,2.00 
676.00 ,0.00 ,3.00 ,1.00 ,18.00 ,0.00 ,0.00 ,7.78 ,2.00 
677.00 ,0.00 ,3.00 ,1.00 ,24.50 ,0.00 ,0.00 ,8.05 ,2.00 
678.00 ,1.00 ,3.00 ,0.00 ,18.00 ,0.00 ,0.00 ,9.84 ,2.00 
679.00 ,0.00 ,3.00 ,0.00 ,43.00 ,1.00 ,6.00 ,46.90 ,2.00 
680.00 ,1.00 ,1.00 ,1.00 ,36.00 ,0.00 ,1.00 ,512.33 ,0.00 
681.00 ,0.00 ,3.00 ,0.00 ,,0.00 ,0.00 ,8.14 ,1.00 
682.00 ,1.00 ,1.00 ,1.00 ,27.00 ,0.00 ,0.00 ,76.73 ,0.00 
683.00 ,0.00 ,3.00 ,1.00 ,20.00 ,0.00 ,0.00 ,9.23 ,2.00 
684.00 ,0.00 ,3.00 ,1.00 ,14.00 ,5.00 ,2.00 ,46.90 ,2.00 
685.00 ,0.00 ,2.00 ,1.00 ,60.00 ,1.00 ,1.00 ,39.00 ,2.00 
686.00 ,0.00 ,2.00 ,1.00 ,25.00 ,1.00 ,2.00 ,41.58 ,0.00 
687.00 ,0.00 ,3.00 ,1.00 ,14.00 ,4.00 ,1.00 ,39.69 ,2.00 
688.00 ,0.00 ,3.00 ,1.00 ,19.00 ,0.00 ,0.00 ,10.17 ,2.00 
689.00 ,0.00 ,3.00 ,1.00 ,18.00 ,0.00 ,0.00 ,7.80 ,2.00 
690.00 ,1.00 ,1.00 ,0.00 ,15.00 ,0.00 ,1.00 ,211.34 ,2.00 
691.00 ,1.00 ,1.00 ,1.00 ,31.00 ,1.00 ,0.00 ,57.00 ,2.00 
692.00 ,1.00 ,3.00 ,0.00 ,4.00 ,0.00 ,1.00 ,13.42 ,0.00 
693.00 ,1.00 ,3.00 ,1.00 ,,0.00 ,0.00 ,56.50 ,2.00 
694.00 ,0.00 ,3.00 ,1.00 ,25.00 ,0.00 ,0.00 ,7.23 ,0.00 
695.00 ,0.00 ,1.00 ,1.00 ,60.00 ,0.00 ,0.00 ,26.55 ,2.00 
696.00 ,0.00 ,2.00 ,1.00 ,52.00 ,0.00 ,0.00 ,13.50 ,2.00 
697.00 ,0.00 ,3.00 ,1.00 ,44.00 ,0.00 ,0.00 ,8.05 ,2.00 
698.00 ,1.00 ,3.00 ,0.00 ,,0.00 ,0.00 ,7.73 ,1.00 
699.00 ,0.00 ,1.00 ,1.00 ,49.00 ,1.00 ,1.00 ,110.88 ,0.00 
700.00 ,0.00 ,3.00 ,1.00 ,42.00 ,0.00 ,0.00 ,7.65 ,2.00 
701.00 ,1.00 ,1.00 ,0.00 ,18.00 ,1.00 ,0.00 ,227.53 ,0.00 
702.00 ,1.00 ,1.00 ,1.00 ,35.00 ,0.00 ,0.00 ,26.29 ,2.00 
703.00 ,0.00 ,3.00 ,0.00 ,18.00 ,0.00 ,1.00 ,14.45 ,0.00 
704.00 ,0.00 ,3.00 ,1.00 ,25.00 ,0.00 ,0.00 ,7.74 ,1.00 
705.00 ,0.00 ,3.00 ,1.00 ,26.00 ,1.00 ,0.00 ,7.85 ,2.00 
706.00 ,0.00 ,2.00 ,1.00 ,39.00 ,0.00 ,0.00 ,26.00 ,2.00 
707.00 ,1.00 ,2.00 ,0.00 ,45.00 ,0.00 ,0.00 ,13.50 ,2.00 
708.00 ,1.00 ,1.00 ,1.00 ,42.00 ,0.00 ,0.00 ,26.29 ,2.00 
709.00 ,1.00 ,1.00 ,0.00 ,22.00 ,0.00 ,0.00 ,151.55 ,2.00 
710.00 ,1.00 ,3.00 ,1.00 ,,1.00 ,1.00 ,15.25 ,0.00 
711.00 ,1.00 ,1.00 ,0.00 ,24.00 ,0.00 ,0.00 ,49.50 ,0.00 
712.00 ,0.00 ,1.00 ,1.00 ,,0.00 ,0.00 ,26.55 ,2.00 
713.00 ,1.00 ,1.00 ,1.00 ,48.00 ,1.00 ,0.00 ,52.00 ,2.00 
714.00 ,0.00 ,3.00 ,1.00 ,29.00 ,0.00 ,0.00 ,9.48 ,2.00 
715.00 ,0.00 ,2.00 ,1.00 ,52.00 ,0.00 ,0.00 ,13.00 ,2.00 
716.00 ,0.00 ,3.00 ,1.00 ,19.00 ,0.00 ,0.00 ,7.65 ,2.00 
717.00 ,1.00 ,1.00 ,0.00 ,38.00 ,0.00 ,0.00 ,227.53 ,0.00 
718.00 ,1.00 ,2.00 ,0.00 ,27.00 ,0.00 ,0.00 ,10.50 ,2.00 
719.00 ,0.00 ,3.00 ,1.00 ,,0.00 ,0.00 ,15.50 ,1.00 
720.00 ,0.00 ,3.00 ,1.00 ,33.00 ,0.00 ,0.00 ,7.78 ,2.00 
721.00 ,1.00 ,2.00 ,0.00 ,6.00 ,0.00 ,1.00 ,33.00 ,2.00 
722.00 ,0.00 ,3.00 ,1.00 ,17.00 ,1.00 ,0.00 ,7.05 ,2.00 
723.00 ,0.00 ,2.00 ,1.00 ,34.00 ,0.00 ,0.00 ,13.00 ,2.00 
724.00 ,0.00 ,2.00 ,1.00 ,50.00 ,0.00 ,0.00 ,13.00 ,2.00 
725.00 ,1.00 ,1.00 ,1.00 ,27.00 ,1.00 ,0.00 ,53.10 ,2.00 
726.00 ,0.00 ,3.00 ,1.00 ,20.00 ,0.00 ,0.00 ,8.66 ,2.00 
727.00 ,1.00 ,2.00 ,0.00 ,30.00 ,3.00 ,0.00 ,21.00 ,2.00 
728.00 ,1.00 ,3.00 ,0.00 ,,0.00 ,0.00 ,7.74 ,1.00 
729.00 ,0.00 ,2.00 ,1.00 ,25.00 ,1.00 ,0.00 ,26.00 ,2.00 
730.00 ,0.00 ,3.00 ,0.00 ,25.00 ,1.00 ,0.00 ,7.93 ,2.00 
731.00 ,1.00 ,1.00 ,0.00 ,29.00 ,0.00 ,0.00 ,211.34 ,2.00 
732.00 ,0.00 ,3.00 ,1.00 ,11.00 ,0.00 ,0.00 ,18.79 ,0.00 
733.00 ,0.00 ,2.00 ,1.00 ,,0.00 ,0.00 ,0.00 ,2.00 
734.00 ,0.00 ,2.00 ,1.00 ,23.00 ,0.00 ,0.00 ,13.00 ,2.00 
735.00 ,0.00 ,2.00 ,1.00 ,23.00 ,0.00 ,0.00 ,13.00 ,2.00 
736.00 ,0.00 ,3.00 ,1.00 ,28.50 ,0.00 ,0.00 ,16.10 ,2.00 
737.00 ,0.00 ,3.00 ,0.00 ,48.00 ,1.00 ,3.00 ,34.38 ,2.00 
738.00 ,1.00 ,1.00 ,1.00 ,35.00 ,0.00 ,0.00 ,512.33 ,0.00 
739.00 ,0.00 ,3.00 ,1.00 ,,0.00 ,0.00 ,7.90 ,2.00 
740.00 ,0.00 ,3.00 ,1.00 ,,0.00 ,0.00 ,7.90 ,2.00 
741.00 ,1.00 ,1.00 ,1.00 ,,0.00 ,0.00 ,30.00 ,2.00 
742.00 ,0.00 ,1.00 ,1.00 ,36.00 ,1.00 ,0.00 ,78.85 ,2.00 
743.00 ,1.00 ,1.00 ,0.00 ,21.00 ,2.00 ,2.00 ,262.38 ,0.00 
744.00 ,0.00 ,3.00 ,1.00 ,24.00 ,1.00 ,0.00 ,16.10 ,2.00 
745.00 ,1.00 ,3.00 ,1.00 ,31.00 ,0.00 ,0.00 ,7.93 ,2.00 
746.00 ,0.00 ,1.00 ,1.00 ,70.00 ,1.00 ,1.00 ,71.00 ,2.00 
747.00 ,0.00 ,3.00 ,1.00 ,16.00 ,1.00 ,1.00 ,20.25 ,2.00 
748.00 ,1.00 ,2.00 ,0.00 ,30.00 ,0.00 ,0.00 ,13.00 ,2.00 
749.00 ,0.00 ,1.00 ,1.00 ,19.00 ,1.00 ,0.00 ,53.10 ,2.00 
750.00 ,0.00 ,3.00 ,1.00 ,31.00 ,0.00 ,0.00 ,7.75 ,1.00 
751.00 ,1.00 ,2.00 ,0.00 ,4.00 ,1.00 ,1.00 ,23.00 ,2.00 
752.00 ,1.00 ,3.00 ,1.00 ,6.00 ,0.00 ,1.00 ,12.48 ,2.00 
753.00 ,0.00 ,3.00 ,1.00 ,33.00 ,0.00 ,0.00 ,9.50 ,2.00 
754.00 ,0.00 ,3.00 ,1.00 ,23.00 ,0.00 ,0.00 ,7.90 ,2.00 
755.00 ,1.00 ,2.00 ,0.00 ,48.00 ,1.00 ,2.00 ,65.00 ,2.00 
756.00 ,1.00 ,2.00 ,1.00 ,0.67 ,1.00 ,1.00 ,14.50 ,2.00 
757.00 ,0.00 ,3.00 ,1.00 ,28.00 ,0.00 ,0.00 ,7.80 ,2.00 
758.00 ,0.00 ,2.00 ,1.00 ,18.00 ,0.00 ,0.00 ,11.50 ,2.00 
759.00 ,0.00 ,3.00 ,1.00 ,34.00 ,0.00 ,0.00 ,8.05 ,2.00 
760.00 ,1.00 ,1.00 ,0.00 ,33.00 ,0.00 ,0.00 ,86.50 ,2.00 
761.00 ,0.00 ,3.00 ,1.00 ,,0.00 ,0.00 ,14.50 ,2.00 
762.00 ,0.00 ,3.00 ,1.00 ,41.00 ,0.00 ,0.00 ,7.13 ,2.00 
763.00 ,1.00 ,3.00 ,1.00 ,20.00 ,0.00 ,0.00 ,7.23 ,0.00 
764.00 ,1.00 ,1.00 ,0.00 ,36.00 ,1.00 ,2.00 ,120.00 ,2.00 
765.00 ,0.00 ,3.00 ,1.00 ,16.00 ,0.00 ,0.00 ,7.78 ,2.00 
766.00 ,1.00 ,1.00 ,0.00 ,51.00 ,1.00 ,0.00 ,77.96 ,2.00 
767.00 ,0.00 ,1.00 ,1.00 ,,0.00 ,0.00 ,39.60 ,0.00 
768.00 ,0.00 ,3.00 ,0.00 ,30.50 ,0.00 ,0.00 ,7.75 ,1.00 
769.00 ,0.00 ,3.00 ,1.00 ,,1.00 ,0.00 ,24.15 ,1.00 
770.00 ,0.00 ,3.00 ,1.00 ,32.00 ,0.00 ,0.00 ,8.36 ,2.00 
771.00 ,0.00 ,3.00 ,1.00 ,24.00 ,0.00 ,0.00 ,9.50 ,2.00 
772.00 ,0.00 ,3.00 ,1.00 ,48.00 ,0.00 ,0.00 ,7.85 ,2.00 
773.00 ,0.00 ,2.00 ,0.00 ,57.00 ,0.00 ,0.00 ,10.50 ,2.00 
774.00 ,0.00 ,3.00 ,1.00 ,,0.00 ,0.00 ,7.23 ,0.00 
775.00 ,1.00 ,2.00 ,0.00 ,54.00 ,1.00 ,3.00 ,23.00 ,2.00 
776.00 ,0.00 ,3.00 ,1.00 ,18.00 ,0.00 ,0.00 ,7.75 ,2.00 
777.00 ,0.00 ,3.00 ,1.00 ,,0.00 ,0.00 ,7.75 ,1.00 
778.00 ,1.00 ,3.00 ,0.00 ,5.00 ,0.00 ,0.00 ,12.48 ,2.00 
779.00 ,0.00 ,3.00 ,1.00 ,,0.00 ,0.00 ,7.74 ,1.00 
780.00 ,1.00 ,1.00 ,0.00 ,43.00 ,0.00 ,1.00 ,211.34 ,2.00 
781.00 ,1.00 ,3.00 ,0.00 ,13.00 ,0.00 ,0.00 ,7.23 ,0.00 
782.00 ,1.00 ,1.00 ,0.00 ,17.00 ,1.00 ,0.00 ,57.00 ,2.00 
783.00 ,0.00 ,1.00 ,1.00 ,29.00 ,0.00 ,0.00 ,30.00 ,2.00 
784.00 ,0.00 ,3.00 ,1.00 ,,1.00 ,2.00 ,23.45 ,2.00 
785.00 ,0.00 ,3.00 ,1.00 ,25.00 ,0.00 ,0.00 ,7.05 ,2.00 
786.00 ,0.00 ,3.00 ,1.00 ,25.00 ,0.00 ,0.00 ,7.25 ,2.00 
787.00 ,1.00 ,3.00 ,0.00 ,18.00 ,0.00 ,0.00 ,7.50 ,2.00 
788.00 ,0.00 ,3.00 ,1.00 ,8.00 ,4.00 ,1.00 ,29.13 ,1.00 
789.00 ,1.00 ,3.00 ,1.00 ,1.00 ,1.00 ,2.00 ,20.58 ,2.00 
790.00 ,0.00 ,1.00 ,1.00 ,46.00 ,0.00 ,0.00 ,79.20 ,0.00 
791.00 ,0.00 ,3.00 ,1.00 ,,0.00 ,0.00 ,7.75 ,1.00 
792.00 ,0.00 ,2.00 ,1.00 ,16.00 ,0.00 ,0.00 ,26.00 ,2.00 
793.00 ,0.00 ,3.00 ,0.00 ,,8.00 ,2.00 ,69.55 ,2.00 
794.00 ,0.00 ,1.00 ,1.00 ,,0.00 ,0.00 ,30.70 ,0.00 
795.00 ,0.00 ,3.00 ,1.00 ,25.00 ,0.00 ,0.00 ,7.90 ,2.00 
796.00 ,0.00 ,2.00 ,1.00 ,39.00 ,0.00 ,0.00 ,13.00 ,2.00 
797.00 ,1.00 ,1.00 ,0.00 ,49.00 ,0.00 ,0.00 ,25.93 ,2.00 
798.00 ,1.00 ,3.00 ,0.00 ,31.00 ,0.00 ,0.00 ,8.68 ,2.00 
799.00 ,0.00 ,3.00 ,1.00 ,30.00 ,0.00 ,0.00 ,7.23 ,0.00 
800.00 ,0.00 ,3.00 ,0.00 ,30.00 ,1.00 ,1.00 ,24.15 ,2.00 
801.00 ,0.00 ,2.00 ,1.00 ,34.00 ,0.00 ,0.00 ,13.00 ,2.00 
802.00 ,1.00 ,2.00 ,0.00 ,31.00 ,1.00 ,1.00 ,26.25 ,2.00 
803.00 ,1.00 ,1.00 ,1.00 ,11.00 ,1.00 ,2.00 ,120.00 ,2.00 
